orgname	name
idu-bogota	openerp-idu-addons
idu-bogota	idu-citizen-services
idu-bogota	openerp-php-webservice-client
idu-bogota	curso-taller-openerp
idu-bogota	python-arctoolbox
idu-bogota	openerp-public-admon-addons
idu-bogota	openerp-utils
idu-bogota	odoo-idu-addons-publico
