orgname	name	star_count	forks	issues	contributors	size
usnistgov	erccdashboard	3	2	0	1	332470
usnistgov	PTPM	0	0	0	2	11940
usnistgov	AGV_ObstAvoid	0	0	0	1	8200
usnistgov	tesim	1	0	0	1	42808
usnistgov	chef-cookbook-httpd	0	0	0	1	240
usnistgov	youbot	0	0	0	2	5916
usnistgov	fipy	17	6	99	6	25258
usnistgov	NIST_SRSW_Software	0	0	0	1	168
usnistgov	guilogger	0	0	0	1	644
usnistgov	mosaic	6	5	5	5	266349
usnistgov	PasswordMetrics	0	0	0	1	0
usnistgov	TypingTester	0	0	0	1	0
usnistgov	DataVis	0	1	0	3	1232
usnistgov	CogMod	0	0	0	0	0
usnistgov	MDCS	2	0	0	2	28625
usnistgov	el_chef_gui	0	1	0	1	14682
usnistgov	Cell-Imaging	0	0	0	2	172
usnistgov	el_chef_ent	0	1	0	1	93
usnistgov	demo-arithmetic	0	1	0	1	131
usnistgov	OOF1	0	1	0	1	0
usnistgov	OOF2	0	1	0	1	0
usnistgov	mixtureprocesscontrol	0	0	0	1	0
usnistgov	OOF3D	0	1	0	1	0
