orgname	name
openglasgow	glasgow-cycling-api
openglasgow	glasgow-cycling-ios
openglasgow	glasgow-cycling-android
openglasgow	openglasgow.github.io
openglasgow	openglasgow.samples.api.publish.csharp
openglasgow	openglasgow.samples.api.connector.csharp
openglasgow	openglasgow.samples.api.connector.node
openglasgow	openglasgow.samples.api.connector.cordova
openglasgow	openglasgow.samples.api.publisher.node
