orgname	name	star_count	forks	issues	contributors	size
alphagov	content-planner	2	2	1	8	3257
alphagov	service-domain-checker	1	3	0	4	441
alphagov	job-or-not	1	1	0	1	140
alphagov	bad_link_finder	1	1	1	8	744
alphagov	business-support-api	1	1	0	9	887
alphagov	bad_link_finder_runner	1	1	0	1	108
alphagov	design-patterns	1	2	1	7	4647
alphagov	rack-logstasher	2	2	0	3	200
alphagov	puppet-aptmirror	1	2	0	1	88
alphagov	departmental-publishing-collaboration-visualisation	1	1	0	1	116
alphagov	puppet-bandersnatch	1	1	0	1	100
alphagov	external-link-tracker	3	1	0	4	653
alphagov	puppet-gor	5	1	0	2	252
alphagov	dropwizard-scala	4	2	1	4	423
alphagov	nagios-plugins	1	2	1	8	309
alphagov	finder-frontend	1	1	3	18	3555
alphagov	specialist-publisher	3	6	2	25	11381
alphagov	specialist-frontend	1	2	1	15	2244
alphagov	blinken	12	7	1	12	747
alphagov	location-data-importer	3	1	0	1	61789
alphagov	pp-machine-images	2	2	0	3	188
alphagov	waste-carriers-prototype	1	2	0	1	1304
alphagov	flooddata	2	1	1	1	29236
alphagov	puppet-tune_ext	1	1	0	1	100
alphagov	pp-smokey	1	2	2	10	1531
alphagov	pp-db-collector-template	1	1	0	2	264
alphagov	transition-dashboard	2	2	0	2	933
alphagov	govuk_offsitebackups-puppet	1	2	2	13	1798
alphagov	shower-gds	2	3	2	2	365
alphagov	search-performance-dashboard	2	1	0	3	704
alphagov	smart_pay_npm	1	1	0	1	136
alphagov	colophon	1	2	0	3	168
alphagov	govuk_elements	29	13	3	9	16928
alphagov	lensman	2	2	0	1	106
alphagov	content-store	2	3	0	16	2628
alphagov	cheapseats	1	2	1	10	909
alphagov	govuk_migration_plan_public	14	3	0	4	250
alphagov	collections	1	1	0	12	1564
alphagov	manuals-frontend	1	2	2	16	5277
alphagov	backdrop-collector-config	1	1	0	2	280
alphagov	search-admin	1	1	0	8	803
alphagov	search-analytics	1	1	0	4	396
alphagov	govuk_crawler_worker	9	4	2	8	1734
alphagov	icinga_slack_webhook	1	2	0	2	206
alphagov	govuk_admin_template	2	3	1	9	945
alphagov	performanceplatform-collector	2	2	4	14	1975
alphagov	performanceplatform-collector-config	1	2	0	15	1292
alphagov	spotlight-config	1	1	0	1	1356
alphagov	performanceplatform-dashboard-admin	1	1	0	2	1480
alphagov	puppet-lumberjack	1	1	0	4	268
alphagov	cdn-acceptance-tests	27	2	1	5	1409
alphagov	smartdown	12	2	1	11	3276
alphagov	smartanswer-to-smartdown	1	1	0	1	520
alphagov	contacts-frontend	1	1	2	12	537
alphagov	battlestations	4	1	0	3	264
alphagov	exemplar-screens	7	8	2	9	56358
alphagov	support-api	1	1	0	14	908
alphagov	performanceplatform-client.py	1	1	0	9	800
alphagov	pp-content-dashboards	1	1	0	4	356
alphagov	hmrc-manuals-api	2	2	0	9	1892
alphagov	node-performance-harness	1	2	3	1	243
alphagov	spotlight-performance	1	1	0	1	3048
alphagov	govuk_support_models	1	1	0	1	136
alphagov	short-url-manager	1	1	1	10	954
alphagov	performanceplatform-admin	1	3	1	10	2913
alphagov	locate-api	3	1	0	1	1019
alphagov	locate-api-frontend	2	1	0	3	632
alphagov	collections-publisher	1	1	1	7	688
alphagov	govuk-component-guide	4	1	1	5	351
alphagov	gradle-gatling-plugin	4	5	1	5	262
alphagov	sidekiq-monitoring	2	1	0	7	430
alphagov	vitruvius	0	0	0	4	52868
alphagov	performanceplatform-notifier	1	1	0	7	1238
alphagov	url-arbiter	1	1	0	8	434
alphagov	rollcall	1	1	0	2	212
alphagov	collections-api	1	1	0	7	745
alphagov	info-frontend	2	1	1	9	911
alphagov	metadata-api	1	1	0	5	584
alphagov	govuk-client-url_arbiter	1	1	0	4	265
alphagov	supplier-submission-portal	6	11	1	9	28122
alphagov	digital-marketplace-ssp-content	0	0	0	7	833
alphagov	email-alert-service	0	0	0	6	1748
alphagov	email-alert-api	0	0	2	12	3576
alphagov	albi	0	0	0	2	120
