orgname	name
USGCRP	gcis
USGCRP	gcis-pl-client
USGCRP	gcis-qa
USGCRP	gcis-sync
USGCRP	gcis-py-client
USGCRP	gcis-scripts
USGCRP	gcis-rdf
USGCRP	gcis-diff
USGCRP	gcis-ontology
USGCRP	gcis-sparql
USGCRP	gcis-prov
USGCRP	gcis-metadata-looker
USGCRP	gcis-search
