orgname	name
e-gov	hackers
e-gov	ee_govtex
e-gov	xroad-patterns
e-gov	xroad6-test
e-gov	DHX
e-gov	DVK
e-gov	ADIT
e-gov	fox
e-gov	Open-Workflow
e-gov	AJ
e-gov	test
e-gov	FaktoidAPI
e-gov	DHX-etalon
