orgname	name
sgmap-agd	DAMIR
sgmap-agd	densite_medecins
sgmap-agd	Elections
sgmap-agd	csv_detective
sgmap-agd	csp_vote
sgmap-agd	CompareDF
sgmap-agd	Datadouane
sgmap-agd	wiki_agd
sgmap-agd	Tools
sgmap-agd	data_calendar
sgmap-agd	anonymisation
sgmap-agd	cartodonnees
sgmap-agd	exploreDataGouv
