orgname	name
kinnisvara	register
kinnisvara	RKVR
kinnisvara	infohaldus
kinnisvara	aadress
kinnisvara	infohalduse-tegevuskava
kinnisvara	planeeringud
kinnisvara	protsessid
kinnisvara	teenused
kinnisvara	ontoloogia
kinnisvara	hanked
kinnisvara	bim-strateegia
kinnisvara	leping
kinnisvara	uniclass2015
kinnisvara	EHAK
