orgname	name
AZMAG	map-DemographicState
AZMAG	map-ReadOnAZ
AZMAG	map-Employment
AZMAG	map-DemographicRegional
AZMAG	map-LandUse
AZMAG	map-Bikeways
AZMAG	map-Projections
AZMAG	map-BLI
AZMAG	map-Wickenburg
AZMAG	map-GilaBend
