country,orgname,repname,watchers_count,forks,open_issues,size,52weeksactivity
U.S. Research Labs,globus,globus-sdk-python,6,8,10,547,205
U.S. Research Labs,globus,globus-toolkit,12,14,17,362632,0
U.S. Research Labs,globus,globus-toolkit-documentation,0,1,0,521782,17
U.S. Research Labs,globus,libds3,0,0,0,13,14
U.S. Research Labs,globus,native-app-examples,0,0,0,27,18
U.S. Research Labs,glvis,doxygen,0,0,0,2416,0
U.S. Research Labs,glvis,glvis,12,1,1,440,3
U.S. Research Labs,glvis,releases,0,0,0,1469,0
U.S. Research Labs,glvis,web,1,0,0,15993,0
U.S. Research Labs,HipGISAXS,HipGISAXS,4,1,2,4144,0
U.S. Research Labs,HipGISAXS,HipGISAXS-samples,0,0,0,110436,0
U.S. Research Labs,HipGISAXS,HipRMC,2,0,0,2264,0
U.S. Research Labs,hpc,ACES-fs-acceptance,0,1,0,726,7
U.S. Research Labs,hpc,cce-mpi-mvapich2-1.9,0,1,0,21040,0
U.S. Research Labs,hpc,cce-mpi-openmpi-1.4.3,0,1,0,7754,0
U.S. Research Labs,hpc,cce-mpi-openmpi-1.4.4,2,0,0,7936,0
U.S. Research Labs,hpc,cce-mpi-openmpi-1.6.4,0,2,1,12416,0
U.S. Research Labs,hpc,cce-mpi-openmpi-1.7.1,1,0,0,13788,0
U.S. Research Labs,hpc,charliecloud,1,1,4,1342,104
U.S. Research Labs,hpc,clusterscripts,3,1,0,233,0
U.S. Research Labs,hpc,dcp,137,8,7,2023,0
U.S. Research Labs,hpc,ethcfg,2,0,0,164,0
U.S. Research Labs,hpc,fileutils,23,5,21,9994,56
U.S. Research Labs,hpc,genpxe,3,1,0,144,0
U.S. Research Labs,hpc,give,2,0,2,1855,2
U.S. Research Labs,hpc,gnawts,5,3,10,1446,0
U.S. Research Labs,hpc,hpc.github.io,0,0,0,196,0
U.S. Research Labs,hpc,hybridize,12,1,0,172,0
U.S. Research Labs,hpc,hypnotoad,0,0,0,456,0
U.S. Research Labs,hpc,iptablesbuild,6,4,0,1069,0
U.S. Research Labs,hpc,libcircle,49,14,5,1974,0
U.S. Research Labs,hpc,libdftw,14,0,0,452,0
U.S. Research Labs,hpc,libhio,7,3,0,2847,293
U.S. Research Labs,hpc,lustre,0,2,0,45802,0
U.S. Research Labs,hpc,matmult-toy,0,0,0,116,0
U.S. Research Labs,hpc,MPI-Examples,24,12,0,138,0
U.S. Research Labs,hpc,mpi-sig-tester,0,0,0,104,0
U.S. Research Labs,hpc,mpi-smp-comm,0,1,0,103,0
U.S. Research Labs,hpc,mpimemu,4,1,1,1560,0
U.S. Research Labs,hpc,mv2-2.0-cce,0,0,0,14572,0
U.S. Research Labs,hpde,draft-SMWG,0,0,0,7706,0
U.S. Research Labs,hpde,draft-VEPO,0,0,0,1562,0
U.S. Research Labs,hpde,draft-VHO,0,0,0,764,0
U.S. Research Labs,hpde,draft-ViRBO,0,0,0,23752,0
U.S. Research Labs,hpde,draft-VITMO,0,0,0,192,0
U.S. Research Labs,hpde,draft-VMO,0,0,0,6694,0
U.S. Research Labs,hpde,draft-VSPO,0,0,0,3195,0
U.S. Research Labs,hpde,draft-VWO,0,1,0,457,0
U.S. Research Labs,hpde,NOAA,0,0,0,5,0
U.S. Research Labs,hpde,spase-SMWG,1,0,0,7070,0
U.S. Research Labs,hpde,spase-VEPO,0,0,0,1332,0
U.S. Research Labs,hpde,spase-VHO,0,0,0,721,0
U.S. Research Labs,hpde,spase-ViRBO,0,0,0,300,0
U.S. Research Labs,hpde,spase-VITMO,0,0,0,188,0
U.S. Research Labs,hpde,spase-VMO,0,0,0,6843,0
U.S. Research Labs,hpde,spase-VSPO,0,0,0,2941,0
U.S. Research Labs,hpde,spase-VWO,0,0,0,428,0
U.S. Research Labs,idaholab,advcubit,1,2,0,228,0
U.S. Research Labs,idaholab,Code_Generator,1,1,0,1014,103
U.S. Research Labs,idaholab,falcon,2,8,2,38099,1366
U.S. Research Labs,idaholab,hyrax,0,1,7,10231,36
U.S. Research Labs,idaholab,moose,170,276,692,162729,2776
U.S. Research Labs,idaholab,mytrim,0,2,7,485,108
U.S. Research Labs,idaholab,package_builder,0,1,1,737,156
U.S. Research Labs,idaholab,pika,2,8,21,22302,771
U.S. Research Labs,idaholab,presentations,0,4,0,57209,10
U.S. Research Labs,idaholab,schematics,0,1,0,46,7
U.S. Research Labs,idaholab,SPPARKS,4,2,1,5088,8
U.S. Research Labs,idaholab,stork,5,374,9,7608,10
U.S. Research Labs,idaholab,Topology_Generator,4,1,0,987,34
U.S. Research Labs,jbei,bioflex,0,0,0,324,0
U.S. Research Labs,jbei,CASdesigner,1,0,0,6922,21
U.S. Research Labs,jbei,casdesigner-web,0,0,0,5019,64
U.S. Research Labs,jbei,dna-constructor,0,0,0,3016,0
U.S. Research Labs,jbei,dnassemble-gui,0,1,0,140,0
U.S. Research Labs,jbei,ice,11,10,7,235446,653
U.S. Research Labs,jbei,ice-docs,0,0,0,29267,3
U.S. Research Labs,jbei,jqmm,0,0,0,17497,1
U.S. Research Labs,jbei,MiSeqValPipeline,1,1,0,102674,0
U.S. Research Labs,jbei,parpar,0,0,0,116,0
U.S. Research Labs,jbei,prpr,13,4,0,4707,0
U.S. Research Labs,jbei,vectoreditor,8,4,3,1489,0
U.S. Research Labs,JGI-Bioinformatics,biopig,7,6,0,187118,0
U.S. Research Labs,JGI-Bioinformatics,DASW,0,0,0,616,0
U.S. Research Labs,JGI-Bioinformatics,homebrew-jgi,0,0,0,0,0
U.S. Research Labs,JGI-Bioinformatics,Kmernator,10,1,0,76559,6
U.S. Research Labs,JGI-Bioinformatics,OxfordNanoporeData,0,0,0,204,0
U.S. Research Labs,jplopensource,SCA,4,1,2,67385,0
U.S. Research Labs,kbase,amethst_service,1,1,0,5088,0
U.S. Research Labs,kbase,assembly,7,9,65,1967,31
U.S. Research Labs,kbase,assembly_api,0,2,0,34,7
U.S. Research Labs,kbase,auth,0,6,5,5407,28
U.S. Research Labs,kbase,auth2,0,1,0,262,30
U.S. Research Labs,kbase,auth_lite,0,0,0,371,0
U.S. Research Labs,kbase,auth_service,0,0,0,3163,0
U.S. Research Labs,kbase,auto-deploy,0,0,0,128,0
U.S. Research Labs,kbase,awe_monitor,0,0,0,188,0
U.S. Research Labs,kbase,awe_service,0,10,0,81,14
U.S. Research Labs,kbase,awe_utils,0,0,0,152,0
U.S. Research Labs,kbase,bootstrap,0,11,5,24098,0
U.S. Research Labs,kbase,browse,0,0,0,15440,0
U.S. Research Labs,kbase,bulk-ui,0,2,1,135,99
U.S. Research Labs,kbase,bulk_io,0,2,0,1125,31
U.S. Research Labs,kbase,cap,0,0,0,10730,0
U.S. Research Labs,kbase,catalog,1,6,1,766,335
U.S. Research Labs,kbase,cbd,0,0,0,1804,0
U.S. Research Labs,kbase,cdd_service,0,1,0,148,0
U.S. Research Labs,kbase,cmonkey,1,0,0,26380,0
U.S. Research Labs,kbase,coexpression,0,9,0,224,126
U.S. Research Labs,kbase,communities_api,0,3,0,9098,0
U.S. Research Labs,kbase,communities_qc,0,0,0,90,0
U.S. Research Labs,kbase,comparative_genomics,0,1,0,1213,12
U.S. Research Labs,kbase,cs_qc,0,1,1,198,0
U.S. Research Labs,kbase,data_api,3,12,1,21253,550
U.S. Research Labs,kbase,data_api_js_clients,0,2,0,202,2
U.S. Research Labs,kbase,data_api_perl_clients,1,1,1,146,3
U.S. Research Labs,kbase,data_api_test_resources,1,0,0,632027,10
U.S. Research Labs,kbase,data_bootstrap,0,0,0,2233,0
U.S. Research Labs,kbase,data_import_export,0,0,0,332,0
U.S. Research Labs,kbase,deploy_tools,2,5,4,811,0
U.S. Research Labs,kbase,design_docs,1,7,1,1837,0
U.S. Research Labs,kbase,dev_container,0,8,1,141,2
U.S. Research Labs,kbase,dev_container_tools,0,0,0,1436,0
U.S. Research Labs,kbase,distro_utils,0,1,0,1271,3
U.S. Research Labs,kbase,docs,0,2,0,108958,1
U.S. Research Labs,kbase,docs-ghpages,1,0,0,6860,0
U.S. Research Labs,kbase,erdb_service,0,0,0,184,0
U.S. Research Labs,kbase,error_reporting,0,0,0,889,4
U.S. Research Labs,kbase,example_data,0,0,0,1,2
U.S. Research Labs,kbase,expression,0,2,0,1243,0
U.S. Research Labs,kbase,feature_values,0,6,1,12437,4
U.S. Research Labs,kbase,gene_families,0,3,0,33814,15
U.S. Research Labs,kbase,genome_annotation,1,2,2,1897,21
U.S. Research Labs,kbase,genome_annotation_api,0,3,4,1242,57
U.S. Research Labs,kbase,genome_browser,0,2,1,4278,0
U.S. Research Labs,kbase,genome_comparison,0,3,0,14480,0
U.S. Research Labs,kbase,genome_util,0,6,0,121,2
U.S. Research Labs,kbase,gwas,1,2,0,87,0
U.S. Research Labs,kbase,handle_mngr,0,2,1,24,0
U.S. Research Labs,kbase,handle_service,1,8,2,10890,1
U.S. Research Labs,kbase,homology_service,0,5,0,2522,111
U.S. Research Labs,kbase,idserver,0,2,0,64,0
U.S. Research Labs,kbase,id_map,0,1,0,443,0
U.S. Research Labs,kbase,inferelator,0,0,0,7248,0
U.S. Research Labs,kbase,integration_examples,0,0,0,176,0
U.S. Research Labs,kbase,integration_tests,0,0,0,116,0
U.S. Research Labs,kbase,invocation,0,4,0,18139,0
U.S. Research Labs,kbase,jars,0,7,0,95523,80
U.S. Research Labs,kbase,java_common,0,2,0,1470,55
U.S. Research Labs,kbase,java_type_generator,0,1,0,22305,0
U.S. Research Labs,kbase,jnomics,0,0,0,79876,0
U.S. Research Labs,kbase,kb-ftp-api,1,2,0,37,36
U.S. Research Labs,kbase,kbapi_common,0,2,0,546,0
U.S. Research Labs,kbase,kbase-cdn-js,0,2,0,2236,15
U.S. Research Labs,kbase,kbase-common-js,0,1,0,292,133
U.S. Research Labs,kbase,kbase-common-js-bak,0,1,0,340,27
U.S. Research Labs,kbase,kbase-data-api-client-js,0,3,0,18566,92
U.S. Research Labs,kbase,kbase-data-thrift-clients,0,2,0,488,7
U.S. Research Labs,kbase,kbase-data-thrift-js,1,2,0,116,35
U.S. Research Labs,kbase,kbase-service-clients-js,0,2,0,274,111
U.S. Research Labs,kbase,kbase-ui,2,10,0,5828,900
U.S. Research Labs,kbase,kbase-ui-plugin-bulk-ui,0,1,0,671,10
U.S. Research Labs,kbase,kbase-ui-plugin-dashboard,0,2,0,187,56
U.S. Research Labs,kbase,kbase-ui-plugin-dashboard-bak,0,1,0,187,8
U.S. Research Labs,kbase,kbase-ui-plugin-data-landing-pages,0,4,2,91,75
U.S. Research Labs,kbase,kbase-ui-plugin-dataview,0,6,1,720,128
U.S. Research Labs,kbase,kbase-ui-plugin-dataview-bak,0,0,0,535,22
U.S. Research Labs,kbase,kbase-ui-plugin-datawidgets,0,1,0,62,52
U.S. Research Labs,kbase,kbase-ui-plugin-jgi-import,0,1,0,8,1
U.S. Research Labs,kbase,kbase-ui-plugin-methodview,0,0,0,12,5
U.S. Research Labs,kbase,kbase-ui-plugin-typeview,0,2,0,66,19
U.S. Research Labs,kbase,kbase-ui-plugin-vis-widgets,0,1,0,154,21
U.S. Research Labs,kbase,kbase-ui-widget,0,1,0,95,44
U.S. Research Labs,kbase,KBaseFBAModeling,4,9,7,3837,23
U.S. Research Labs,kbase,KBaseGenomicsClient,0,0,0,120,0
U.S. Research Labs,kbase,KBaseModelingClient,0,0,0,120,0
U.S. Research Labs,kbase,KBaseRNASeq,1,8,5,54286,726
U.S. Research Labs,kbase,kbrest_common,0,0,0,23,0
U.S. Research Labs,kbase,kbwf_common,0,4,0,21,4
U.S. Research Labs,kbase,kb_model_seed,0,2,0,38,3
U.S. Research Labs,kbase,kb_sdk,5,22,1,6011,735
U.S. Research Labs,kbase,kb_seed,2,4,2,8799,12
U.S. Research Labs,kbase,kmer_annotation_figfam,0,1,0,42,0
U.S. Research Labs,kbase,m5nr,2,4,0,149,0
U.S. Research Labs,kbase,MAK,0,0,0,68464,0
U.S. Research Labs,kbase,matR,0,1,0,1883,0
U.S. Research Labs,kbase,meme,0,2,1,13476,0
U.S. Research Labs,kbase,metadata,0,1,0,161,0
U.S. Research Labs,kbase,metrics,1,4,0,63,6
U.S. Research Labs,kbase,mgrast_pipeline,1,2,0,16,0
U.S. Research Labs,kbase,narrative,8,32,25,55479,2092
U.S. Research Labs,kbase,NarrativeViewers,0,2,0,396,22
U.S. Research Labs,kbase,narrative_job_proxy,0,2,0,33,4
U.S. Research Labs,kbase,narrative_job_service,0,10,0,155,23
U.S. Research Labs,kbase,narrative_method_specs,1,34,3,8105,446
U.S. Research Labs,kbase,narrative_method_specs_ci,0,14,7,6501,801
U.S. Research Labs,kbase,narrative_method_store,0,4,3,784,34
U.S. Research Labs,kbase,networks,0,1,0,37526,0
U.S. Research Labs,kbase,nextgen,1,6,3,6047,11
U.S. Research Labs,kbase,nexus_emulation,0,1,0,26,2
U.S. Research Labs,kbase,njs_wrapper,0,3,0,3090,237
U.S. Research Labs,kbase,ontology_service,0,1,0,178,0
U.S. Research Labs,kbase,probabilistic_annotation,0,0,0,599,0
U.S. Research Labs,kbase,project_guides,4,27,12,1460,74
U.S. Research Labs,kbase,prom_service,0,0,0,868,0
U.S. Research Labs,kbase,protein_info_service,0,0,0,1040,0
U.S. Research Labs,kbase,protein_structure_service,0,0,0,16164,0
U.S. Research Labs,kbase,rdptools,0,0,0,2908,0
U.S. Research Labs,kbase,reference_data,0,2,0,39,16
U.S. Research Labs,kbase,registry,0,0,0,676,0
U.S. Research Labs,kbase,roadmap,1,20,44,1719,179
U.S. Research Labs,kbase,search,0,4,3,25105,0
U.S. Research Labs,kbase,service_wizard,0,1,1,152,101
U.S. Research Labs,kbase,shock_java_client,0,2,0,143,41
U.S. Research Labs,kbase,shock_service,0,7,1,11131,0
U.S. Research Labs,kbase,simple_fba,0,0,0,196,0
U.S. Research Labs,kbase,sim_service,0,0,0,724,0
U.S. Research Labs,kbase,strep_repeats,0,0,0,1685,0
U.S. Research Labs,kbase,taxon_api,0,2,0,54,10
U.S. Research Labs,kbase,transform,3,25,1,37188,0
U.S. Research Labs,kbase,translation,0,2,1,120,0
U.S. Research Labs,kbase,trees,0,3,0,107438,0
U.S. Research Labs,kbase,typecomp,0,5,0,414,0
U.S. Research Labs,kbase,ui-common,2,18,2,31452,0
U.S. Research Labs,kbase,uploader,0,9,0,1436,0
U.S. Research Labs,kbase,user_and_job_state,0,3,0,1485,0
U.S. Research Labs,kbase,user_docs,0,2,0,314,6
U.S. Research Labs,kbase,user_profile,0,1,0,45,1
U.S. Research Labs,kbase,workspace_browser,0,2,0,736,3
U.S. Research Labs,kbase,workspace_deluxe,0,6,1,23446,263
U.S. Research Labs,kbaseIncubator,auth2proto,0,2,0,11251,239
U.S. Research Labs,kbaseIncubator,catalog_test_module,0,0,0,16,4
U.S. Research Labs,kbaseIncubator,contigcount,0,3,0,201,2
U.S. Research Labs,kbaseIncubator,cs_uploader,0,0,0,236,0
U.S. Research Labs,kbaseIncubator,deployment_test,0,0,0,0,0
U.S. Research Labs,kbaseIncubator,deploy_dev,2,4,0,502,0
U.S. Research Labs,kbaseIncubator,deploy_tools,0,0,0,428,0
U.S. Research Labs,kbaseIncubator,enigma_metal_campaign,0,0,0,1053,47
U.S. Research Labs,kbaseIncubator,genome_feature_comparator,0,2,1,156,0
U.S. Research Labs,kbaseIncubator,job_service,0,0,0,200,0
U.S. Research Labs,kbaseIncubator,kbase_base,0,1,0,49,0
U.S. Research Labs,kbaseIncubator,kbase_dynamic_client,0,0,0,12,5
U.S. Research Labs,kbaseIncubator,kbrouter,1,2,2,167,0
U.S. Research Labs,kbaseIncubator,metabolite_atlas,0,0,0,108,0
U.S. Research Labs,kbaseIncubator,narrative_method_specs_sandbox,1,8,2,8786,0
U.S. Research Labs,kbaseIncubator,onerepotest,0,4,0,84,23
U.S. Research Labs,kbaseIncubator,reports,0,1,1,913,0
U.S. Research Labs,kbaseIncubator,service_wizard,0,1,0,185,24
U.S. Research Labs,kbaseIncubator,social_backend,0,0,0,128,0
U.S. Research Labs,kbaseIncubator,typed_obj_converter,0,0,0,228,0
U.S. Research Labs,kbaseIncubator,variation,0,0,0,0,13
U.S. Research Labs,LANL,lanl.github.io,2,2,0,152,0
U.S. Research Labs,LANL-Bioinformatics,ADEPT,3,2,0,47763,1
U.S. Research Labs,LANL-Bioinformatics,EDGE,18,9,1,108624,37
U.S. Research Labs,LANL-Bioinformatics,MeGAMerge,4,2,3,20,9
U.S. Research Labs,lbl-anp,berkeley-data-cloud,0,0,0,0,0
U.S. Research Labs,lbl-cal,StanfordNoC,2,0,0,764,0
U.S. Research Labs,lblpbd,api-style-guide,0,0,0,104,0
U.S. Research Labs,lblpbd,css-style-guide,0,0,0,108,0
U.S. Research Labs,lblpbd,dotfiles,0,0,0,112,0
U.S. Research Labs,lblpbd,html-style-guide,0,0,0,104,0
U.S. Research Labs,lblpbd,pbd.lbl.gov,2,0,6,55008,0
U.S. Research Labs,lblpbd,shib-faker,0,0,0,128,0
U.S. Research Labs,lblpbd,wptimber-bcsb,0,0,0,2056,0
U.S. Research Labs,lblpbd,wptimber-biosciences,5,0,4,6312,1
U.S. Research Labs,libmesh,Documents,1,4,1,134769,17
U.S. Research Labs,libmesh,libmesh,132,104,66,123965,1899
U.S. Research Labs,libmesh,libMesh.github.io,0,0,0,85135,46
U.S. Research Labs,llnl,Adagio,6,1,0,172,0
U.S. Research Labs,llnl,ADAPT,2,2,0,130140,0
U.S. Research Labs,llnl,adept-utils,1,2,2,296,0
U.S. Research Labs,llnl,ap,1,0,0,100,0
U.S. Research Labs,llnl,ariesncl,4,0,0,37,5
U.S. Research Labs,llnl,AutomaDeD,4,2,1,1679,0
U.S. Research Labs,llnl,avalaunch,0,0,0,765,8
U.S. Research Labs,llnl,bgqncl,1,0,0,36,9
U.S. Research Labs,llnl,blockbuster,0,0,62,448078,18
U.S. Research Labs,llnl,boxfish,2,2,0,7433,1
U.S. Research Labs,llnl,Caliper,23,5,6,1515,375
U.S. Research Labs,llnl,callpath,1,4,2,619,0
U.S. Research Labs,llnl,COGENT,0,0,0,14950,224
U.S. Research Labs,llnl,Collabmaps,0,0,0,84,2
U.S. Research Labs,llnl,CoMD-Chapel,2,2,0,305,12
U.S. Research Labs,llnl,conduit,18,7,11,19093,445
U.S. Research Labs,llnl,core_stack_merge,0,1,0,8680,0
U.S. Research Labs,llnl,cowc,11,1,0,45,10
U.S. Research Labs,llnl,cram,12,2,0,327,0
U.S. Research Labs,llnl,cruise,6,4,0,1866,14
U.S. Research Labs,llnl,damselfly,4,0,0,1845,14
U.S. Research Labs,llnl,DragonView,8,2,0,6025,70
U.S. Research Labs,llnl,dtcmp,3,1,0,1022,0
U.S. Research Labs,llnl,DysectAPI,3,1,0,268,0
U.S. Research Labs,llnl,FastGlobalFileStatus,2,2,0,645,7
U.S. Research Labs,llnl,fdtree,0,0,0,10,2
U.S. Research Labs,llnl,flume-plugins,1,0,0,64,5
U.S. Research Labs,llnl,glvis,4,0,0,398,3
U.S. Research Labs,llnl,GRAPE,1,0,0,852,1
U.S. Research Labs,llnl,graphator,1,0,0,23,4
U.S. Research Labs,llnl,graphlib,2,0,0,89,8
U.S. Research Labs,llnl,Gremlins,5,1,1,1012,0
U.S. Research Labs,llnl,GridDyn,6,0,0,18308,30
U.S. Research Labs,llnl,havoqgt,0,0,0,2279,0
U.S. Research Labs,llnl,hypre,19,10,1,43453,31
U.S. Research Labs,llnl,ibtopo,2,1,0,128,0
U.S. Research Labs,llnl,ior,62,45,18,711,0
U.S. Research Labs,llnl,irep,1,0,0,37,1
U.S. Research Labs,llnl,iris,1,0,0,128,0
U.S. Research Labs,llnl,Jekyll-LLNL-Theme,2,0,0,4233,32
U.S. Research Labs,llnl,LaunchMON,4,7,5,21925,34
U.S. Research Labs,llnl,lbann,4,3,12,53463,266
U.S. Research Labs,llnl,libmsr,9,6,1,6854,55
U.S. Research Labs,llnl,libROM,0,0,0,3666,10
U.S. Research Labs,llnl,libyogrt,2,3,0,948,1
U.S. Research Labs,llnl,llnl-hires-timers,5,1,1,197,0
U.S. Research Labs,llnl,llnl.github.io,5,3,0,4431,139
U.S. Research Labs,llnl,lmt,33,19,7,6357,10
U.S. Research Labs,llnl,lustre,28,12,0,87212,0
U.S. Research Labs,llnl,lustre-tools-llnl,8,6,0,82,8
U.S. Research Labs,llnl,lwgrp,3,1,0,1506,0
U.S. Research Labs,llnl,MacPatch,1,0,1,5569,104
U.S. Research Labs,llnl,MACSio,6,2,1,10118,13
U.S. Research Labs,llnl,magpie,56,22,23,8640,1014
U.S. Research Labs,llnl,mdtest,0,0,0,51,10
U.S. Research Labs,llnl,MemAxes,11,1,3,30186,0
U.S. Research Labs,llnl,mfem,4,0,0,6693,11
U.S. Research Labs,llnl,mib,1,1,0,1151,0
U.S. Research Labs,llnl,Mitos,9,2,2,193,1
U.S. Research Labs,llnl,MountPointAttributes,1,0,0,892,0
U.S. Research Labs,llnl,mpi-tools,1,1,0,196,0
U.S. Research Labs,llnl,mpileaks,1,0,0,624,0
U.S. Research Labs,llnl,mpiP,1,0,0,1275,10
U.S. Research Labs,llnl,msr-safe,12,6,3,5864,0
U.S. Research Labs,llnl,muster,8,6,0,3656,0
U.S. Research Labs,llnl,nami,2,0,0,468,0
U.S. Research Labs,llnl,OMSClient,1,0,0,37173,8
U.S. Research Labs,llnl,paraDIS_lib,0,0,0,33060,46
U.S. Research Labs,llnl,perf-dump,3,1,0,37,4
U.S. Research Labs,llnl,PIPS-SBB,0,1,0,233,12
U.S. Research Labs,llnl,pmgr_collective,0,0,0,140,0
U.S. Research Labs,llnl,PnMPI,5,4,1,615,0
U.S. Research Labs,llnl,pynamic,2,1,0,784,0
U.S. Research Labs,llnl,qball,5,4,1,58537,145
U.S. Research Labs,llnl,RAJA,26,12,45,13694,649
U.S. Research Labs,llnl,RAJA-examples,3,1,0,283,12
U.S. Research Labs,llnl,ravel,10,3,1,1427,71
U.S. Research Labs,llnl,refex-rolx,0,0,0,62,3
U.S. Research Labs,llnl,rhizome,6,1,0,27,2
U.S. Research Labs,llnl,rubik,5,3,0,773,9
U.S. Research Labs,llnl,saamge,1,0,0,247,2
U.S. Research Labs,llnl,SAMRAI,10,3,0,46866,22
U.S. Research Labs,llnl,scr,16,5,0,5130,44
U.S. Research Labs,llnl,simul,0,0,0,15,4
U.S. Research Labs,llnl,spack,164,145,327,19938,3798
U.S. Research Labs,llnl,spark-hdf5,1,0,2,9289,11
U.S. Research Labs,llnl,spawnnet,0,0,0,755,1
U.S. Research Labs,llnl,STAT,17,8,3,13278,6
U.S. Research Labs,llnl,tango,1,0,0,71,8
U.S. Research Labs,llnl,Task-Time-Tracker,0,0,0,499,2
U.S. Research Labs,llnl,tox,2,0,0,19364,2
U.S. Research Labs,llnl,tracer,1,0,1,2838,49
U.S. Research Labs,llnl,wrap,8,12,7,127,5
U.S. Research Labs,llnl,WVL,0,0,0,62789,4
U.S. Research Labs,llnl,zfp,17,4,0,560,16
U.S. Research Labs,losalamos,APPFL,0,0,0,7960,510
U.S. Research Labs,losalamos,ares,3,1,0,58306,0
U.S. Research Labs,losalamos,benchmark_codes,1,0,0,38,8
U.S. Research Labs,losalamos,Byfl,27,7,1,1678,25
U.S. Research Labs,losalamos,cinch,4,8,7,1363,147
U.S. Research Labs,losalamos,cinch-example,0,0,0,133,46
U.S. Research Labs,losalamos,cinch-nested-example,0,0,0,75,57
U.S. Research Labs,losalamos,cinch-utils,0,1,0,1200,83
U.S. Research Labs,losalamos,circle,20,0,0,136,0
U.S. Research Labs,losalamos,CLAMR,28,11,2,7361,229
U.S. Research Labs,losalamos,clp,2,1,0,113,26
U.S. Research Labs,losalamos,CODY,2,5,0,2260,126
U.S. Research Labs,losalamos,CompactHash,7,1,0,1351,43
U.S. Research Labs,losalamos,CompactHashRemap,2,2,0,453,83
U.S. Research Labs,losalamos,coNCePTuaL,2,1,0,11808,0
U.S. Research Labs,losalamos,Draco,3,12,3,30182,411
U.S. Research Labs,losalamos,DRepl,0,1,0,282,1
U.S. Research Labs,losalamos,ExactPack,5,0,0,654,57
U.S. Research Labs,losalamos,ExascaleDocs,11,0,0,72944,2
U.S. Research Labs,losalamos,flecsale,3,0,2,7245,200
U.S. Research Labs,losalamos,flecsi,8,6,59,6177,983
U.S. Research Labs,losalamos,flecsi-third-party,0,3,1,49108,53
U.S. Research Labs,losalamos,Gazebo,2,1,0,1133,0
U.S. Research Labs,losalamos,gladius,1,0,0,707,134
U.S. Research Labs,losalamos,GlobalSums,1,1,0,116,0
U.S. Research Labs,magellancloud,logstash-openstack,1,0,0,112,0
U.S. Research Labs,magellancloud,magellan-tools,0,0,0,44,3
U.S. Research Labs,magellancloud,poncho,7,1,0,198,0
U.S. Research Labs,materialsproject,build-a-battery,2,3,0,4391,0
U.S. Research Labs,materialsproject,custodian,14,26,2,15799,153
U.S. Research Labs,materialsproject,fireworks,67,53,1,11390,303
U.S. Research Labs,materialsproject,gbml,0,0,2,2819,19
U.S. Research Labs,materialsproject,mapidoc,4,4,3,1541,17
U.S. Research Labs,materialsproject,mp-jupyter-docker,0,0,0,34510,9
U.S. Research Labs,materialsproject,MPCite,0,0,0,95,94
U.S. Research Labs,materialsproject,MPContribs,1,2,5,9243,298
U.S. Research Labs,materialsproject,MPContribsUsers,1,4,4,2342,47
U.S. Research Labs,materialsproject,MPenv,1,9,3,181,28
U.S. Research Labs,materialsproject,MPWorks,10,18,10,14243,65
U.S. Research Labs,materialsproject,nmgc-data,0,1,0,0,0
U.S. Research Labs,materialsproject,pymatgen,119,155,21,584847,2093
U.S. Research Labs,materialsproject,pymatgen-db,10,22,5,30119,39
U.S. Research Labs,materialsproject,webtzite,2,1,0,51,49
U.S. Research Labs,materialsproject,workshop-2016,5,6,0,33928,97
U.S. Research Labs,materialsproject,www-issues,0,1,2,292,0
U.S. Research Labs,MCSclimate,MCT,3,3,23,2872,10
U.S. Research Labs,MCSclimate,mpi-serial,0,0,0,212,2
U.S. Research Labs,mdhim,mdhim-old,1,0,0,196,0
U.S. Research Labs,mdhim,mdhim-tng,9,3,1,45504,1
U.S. Research Labs,mdhim,mpi_to_openshmem,0,1,0,5752,0
U.S. Research Labs,mdhim,ycsb,0,0,0,11944,0
U.S. Research Labs,mfem,doxygen,0,0,0,23953,3
U.S. Research Labs,mfem,mfem,36,16,6,6918,11
U.S. Research Labs,mfem,releases,0,0,0,10392,2
U.S. Research Labs,mfem,web,1,1,0,42547,82
U.S. Research Labs,MG-RAST,amplicon,0,1,0,66,22
U.S. Research Labs,MG-RAST,API-testing,0,1,0,32393,16
U.S. Research Labs,MG-RAST,AWE,21,14,4,3805,115
U.S. Research Labs,MG-RAST,clustgun,2,0,0,408,0
U.S. Research Labs,MG-RAST,darkmatter,1,1,0,104,0
U.S. Research Labs,MG-RAST,dockbuild,0,0,0,31,27
U.S. Research Labs,MG-RAST,DRISEE,10,2,0,12360,0
U.S. Research Labs,MG-RAST,ebi-submitter,0,2,0,143,0
U.S. Research Labs,MG-RAST,go-shock,2,0,0,132,0
U.S. Research Labs,MG-RAST,golib,2,3,0,1470,0
U.S. Research Labs,MG-RAST,ipy-mkmq,2,3,0,1392,0
U.S. Research Labs,MG-RAST,KBNO,0,1,0,131,0
U.S. Research Labs,MG-RAST,kmerspectrumanalyzer,9,4,0,13226,0
U.S. Research Labs,MG-RAST,M5nr,4,4,0,1396,0
U.S. Research Labs,MG-RAST,matR,13,10,20,26274,0
U.S. Research Labs,MG-RAST,MCP,0,2,0,291,0
U.S. Research Labs,MG-RAST,metazen,1,0,0,730,0
U.S. Research Labs,MG-RAST,MetazenCollect,0,0,0,3981,0
U.S. Research Labs,MG-RAST,MG-RAST,28,18,1,14812,0
