country,orgname,repname,watchers_count,forks,open_issues,size,52weeksactivity
U.K. Councils,kentcc,adoption,0,0,3,43496,0
U.K. Councils,kentcc,alpha-kentgov-prototypes,0,0,0,1995,0
U.K. Councils,kentcc,ans-rapidprototyping,0,0,0,104,0
U.K. Councils,kentcc,baseline,0,0,0,376,0
U.K. Councils,kentcc,chimp-build-task,0,0,0,10923,0
U.K. Councils,kentcc,cmp,0,0,0,148,0
U.K. Councils,kentcc,ebbsfleet,0,0,0,3384,0
U.K. Councils,kentcc,fostering,0,0,2,43237,0
U.K. Councils,kentcc,fostering-jekyll,0,0,0,8512,0
U.K. Councils,kentcc,google-map-json,0,0,0,264,0
U.K. Councils,kentcc,kcc-gruntfiles,0,0,0,50240,0
U.K. Councils,kentcc,kelsi,0,0,10,44919,0
U.K. Councils,kentcc,kentcc.github.io,0,0,0,22840,0
U.K. Councils,kentcc,kentgov,2,0,7,230036,0
U.K. Councils,kentcc,kentgov-ict,0,0,0,10279,0
U.K. Councils,kentcc,kentgov-third-party,0,0,0,127539,0
U.K. Councils,kentcc,kpho,0,0,0,7575,0
U.K. Councils,kentcc,kpho-instant-atlas,0,0,0,13343,0
U.K. Councils,kentcc,kscb,0,0,0,48772,0
U.K. Councils,kentcc,oo-map-search,0,0,0,384,0
U.K. Councils,kentcc,pensions,0,0,0,4164,0
U.K. Councils,kentcc,scrolling-template,0,0,0,6896,0
U.K. Councils,kentcc,side-scrolling,0,0,0,300,0
U.K. Councils,kentcc,speed-awareness,0,0,0,4776,0
U.K. Councils,kentcc,staffcareservices,0,0,0,6742,0
U.K. Councils,kentcc,webhooktest,0,0,0,132,0
U.K. Councils,kentcc,wpb,0,0,0,184031,0
U.K. Councils,LambethCouncil,govspeak-drupal,0,0,4,308,0
U.K. Councils,LambethCouncil,involved,0,0,0,44632,0
U.K. Councils,LambethCouncil,lambeth2,2,0,0,26232,0
U.K. Councils,LambethCouncil,lovelambeth,1,0,0,46828,0
U.K. Councils,LambethCouncil,opendata_api,3,0,0,468,0
U.K. Councils,LambethCouncil,opendata_api_maps,3,0,0,224,0
U.K. Councils,LambethCouncil,OSGB36_Converter,10,0,1,96,0
U.K. Councils,lichfield-district-council,Fixmystreet-Mobile,5,0,0,144,0
U.K. Councils,lichfield-district-council,Google-Analytics,8,2,0,207,0
U.K. Councils,lichfield-district-council,holiday-fun,0,0,0,144,0
U.K. Councils,lichfield-district-council,ldc-wp,0,0,0,168,0
U.K. Councils,lichfield-district-council,Licensing,1,0,0,13908,0
U.K. Councils,lichfield-district-council,Ratemyplace,4,0,0,5791,26
U.K. Councils,lichfield-district-council,TalktoReg,2,0,0,1632,0
U.K. Councils,LutonCouncil,LBC-Shell,1,1,0,445,0
U.K. Councils,LutonCouncil,LBC-Shell-CMS,0,0,0,360,0
U.K. Councils,LutonCouncil,report-a-missed-bin,2,0,0,15936,0
U.K. Councils,RotherDC,iCM,0,0,0,0,0
U.K. Councils,surreydigitalservices,address_downloader_html_sample,0,0,0,0,0
U.K. Councils,surreydigitalservices,address_downloader_sample_code,1,0,0,16,0
U.K. Councils,surreydigitalservices,fme-workspaces,0,0,1,38,0
U.K. Councils,surreydigitalservices,locate-api-test,0,0,0,33,0
U.K. Councils,surreydigitalservices,sds-addresses,0,1,0,1149,0
U.K. Councils,surreydigitalservices,showcase,0,0,0,12,0
U.K. Councils,surreydigitalservices,surreydigitalservices.github.io,0,0,0,6106,0
U.K. Councils,thehighlandcouncil,schoolclosures,0,0,0,184,0
U.K. Councils,TraffordCouncil,patternlab-source,0,0,0,863,0
U.K. Councils,TraffordCouncil,SimpleSecurity,1,2,0,1756,0
U.K. Councils,TraffordCouncil,trafford-website-style-baseline,2,0,1,1876,0
U.K. Councils,warwickshire,dummy_data_api,0,0,0,172,0
U.K. Councils,warwickshire,FME-Workspaces,3,3,0,856,0
U.K. Councils,warwickshire,GIS-Python-scripts,2,1,0,89,0
U.K. Councils,warwickshire,images,0,0,0,154,5
U.K. Councils,warwickshire,rambling_git,0,1,0,1216,0
U.K. Councils,warwickshire,remote_partial,0,1,0,396,0
U.K. Councils,warwickshire,saml_tools,5,0,0,64,4
U.K. Councils,warwickshire,saml_tools_demo,2,1,0,256,0
U.K. Councils,warwickshire,SLDs,3,0,0,1924,0
U.K. Councils,warwickshire,ssl_diagnostics,0,1,1,124,0
U.K. Councils,warwickshire,video_killed_the_radio_star,0,0,0,116,0
U.K. Councils,warwickshire,wcc-groups,0,0,0,176,0
U.K. Councils,warwickshire,wcc-groups-chrome-ext,0,0,0,208,0
U.K. Councils,warwickshire,wcc-groups-gadget,0,0,0,172,0
U.K. Councils,warwickshire,webdav_file_store,0,0,0,184,0
U.K. Councils,wealden,helpdesk-app,0,0,0,349,22
U.K. Councils,wealden,myalerts,0,0,0,5,2
U.K. Councils,wealden,www.wealden.gov.uk,1,0,2,176,4
U.K. Councils,west-berkshire-council,goss-icm-forms,0,1,0,158,2
U.K. Councils,west-berkshire-council,Modern.Gov,1,0,1,1284,0
U.K. Councils,west-berkshire-council,TwitterBroadcast,0,0,0,324,0
Hong Kong,datagovhk,ckanext-dghk,0,0,0,176,0
Hong Kong,datagovhk,dghk_d7,0,0,0,452,0
Hong Kong,datagovhk,jobs,1,0,0,188,0
Hong Kong,datagovhk,tools,1,0,0,172,0
Spain,AyuntamientoMadrid,agendas,2,1,0,2161,107
Spain,AyuntamientoMadrid,transparencia,50,22,11,7219,793
Spain,ctt-gob-es,agrega2,0,0,0,0,0
Spain,ctt-gob-es,clienteafirma,30,30,1,396289,388
Spain,ctt-gob-es,clienteafirma-docs,1,0,0,29854,27
Spain,ctt-gob-es,clienteafirma-external,2,0,0,12161,1260
Spain,ctt-gob-es,firma-android,1,0,0,2960,2
Spain,ctt-gob-es,firma-ios,0,0,0,11316,1
Spain,ctt-gob-es,FirmaXadesNet,1,1,1,214,5
Spain,ctt-gob-es,FirmaXadesNet45,2,1,0,299,0
Spain,ctt-gob-es,jmulticard,14,4,1,3491,135
Spain,ctt-gob-es,portafirmas-android,0,0,0,522,1
Spain,ctt-gob-es,portafirmas-ios,0,0,0,0,0
Spain,ctt-gob-es,portafirmas-proxy,0,0,0,122,8
Spain,ctt-gob-es,SIGM,5,3,1,1977075,4
Catalonia,gencat,guia,6,1,0,49798,0
Catalonia,gencat,guia-missatgeria-instantania,0,0,0,1275,0
Code for All,code4sa,360,0,0,0,41511,0
Code for All,code4sa,academy-stories,0,0,0,9,0
Code for All,code4sa,address2ward,3,2,5,582,0
Code for All,code4sa,african-university-presses,0,0,0,193,0
Code for All,code4sa,aleph-dokku,0,0,1,24,59
Code for All,code4sa,aleph-dokku-beat,0,0,0,1,0
Code for All,code4sa,aleph-dokku-worker,0,0,1,11,29
Code for All,code4sa,aleph_zagazettecrawler,0,0,0,3,8
Code for All,code4sa,aleph_za_entities,0,0,5,24,0
Code for All,code4sa,apartheid,0,0,0,1044,38
Code for All,code4sa,backchat,0,0,0,22,0
Code for All,code4sa,battlewards,2,0,0,38420,0
Code for All,code4sa,best-practices,1,1,2,15,0
Code for All,code4sa,blacksash-cycle2-posters,0,0,0,952,0
Code for All,code4sa,blacksash-poster-website,1,0,0,8504,0
Code for All,code4sa,brand-assets,0,0,0,9,0
Code for All,code4sa,budgetvote,0,0,0,1818,0
Code for All,code4sa,candidates-viz,2,0,3,4738,0
Code for All,code4sa,cape-town-fires,0,0,0,7848,0
Code for All,code4sa,cbm-designs,0,0,0,2219,0
Code for All,code4sa,cfa-chet-fellowship,0,0,0,5368,0
Code for All,code4sa,cobalt,1,1,0,40,9
Code for All,code4sa,code4sa.github.io,0,0,9,25612,185
Code for All,code4sa,codebridge-discourse,0,0,0,10,0
Code for All,codeandomexico,apps-api,0,0,3,352,0
Code for All,codeandomexico,awesome-civic-tech,1,2,4,1,0
Code for All,codeandomexico,blog,2,15,5,94874,0
Code for All,codeandomexico,carrera-open-data-mx-2015,0,1,0,1336,0
Code for All,codeandomexico,centro-de-apertura-de-datos,7,7,16,1124,0
Code for All,codeandomexico,civicbot,0,0,0,140,0
Code for All,codeandomexico,ckan-kitchen,1,0,6,6214,0
Code for All,codeandomexico,ckanext-datamx_theme,2,2,5,2693,0
Code for All,codeandomexico,ckanext-openrefine,1,1,1,208,0
Code for All,codeandomexico,ckanext-widgets,0,2,6,499,0
Code for All,codeandomexico,ckan_api,0,0,5,288,0
Code for All,codeandomexico,codigo-de-conducta,0,2,1,0,0
Code for All,codeandomexico,community-projects,2,0,1,2,0
Code for All,codeandomexico,congreso-abierto,2,0,3,2319,0
Code for All,codeandomexico,congreso-api,1,0,2,836,0
Code for All,codeandomexico,datamx-frontend,1,1,2,443,0
Code for All,codeandomexico,desaparecidos,3,4,0,0,0
Code for All,codeandomexico,educacion-ciencia-mexico,0,0,2,1088,0
Code for All,codeandomexico,explica-la-ley,25,17,27,5594,0
Code for All,codeandomexico,hackathon-book,2,0,1,100,0
Code for All,codeforafrica,ActNOW,2,2,0,9803,0
Code for All,codeforafrica,ActNOW.Android,1,0,0,1004,0
Code for All,codeforafrica,AfricanSpending,3,2,0,11636,0
Code for All,codeforafrica,AfricanSpending.ComparativeScales,5,1,0,948,74
Code for All,codeforafrica,afriLEAKS-website,4,2,0,9309,0
Code for All,codeforafrica,CitizenReporter.WP.Plugin,1,2,2,285,2
Code for All,codeforafrica,ckanext-openafrica,5,3,3,10103,80
Code for All,codeforafrica,CodeForAfrica.org,4,2,1,16605,45
Code for All,codeforafrica,CodeForGhana.org,1,7,0,58714,80
Code for All,codeforafrica,CodeForKenya.org,3,1,0,4971,0
Code for All,codeforafrica,CodeForNigeria.org,1,2,0,1650,7
Code for All,codeforafrica,CountySafety,3,3,0,920,0
Code for All,codeforafrica,Dashboard,1,1,0,664,0
Code for All,codeforafrica,dBootcamp.WP.Theme,0,1,0,65,0
Code for All,codeforafrica,DownRightNow,2,4,0,1,0
Code for All,codeforafrica,electionwebethiopia,1,1,0,944,0
Code for All,codeforafrica,FindMySchool,4,4,1,9591,0
Code for All,codeforafrica,GotToVote,57,40,2,2460,2
Code for All,codeforafrica,GotToVote-RCI,1,8,4,2810,0
Code for All,codeforafrica,GotToVote-RCI.Ghana,0,1,0,2292,0
Code for All,codeforafrica,GotToVote-RCI.Kenya,2,3,1,2945,42
Code for All,codeforafrica,GotToVote-RCI.Zambia,0,1,0,3233,0
Code for All,codeforafrica,GotToVote-v2,3,2,1,9545,0
Code for All,codeforafrica,GotToVote-VRC-API,0,0,1,564,0
Code for All,codeforafrica,GotToVote.cc,1,0,6,2273,10
Code for All,codeforamerica,311-fm-data,4,2,0,166,0
Code for All,codeforamerica,311DailyBrief,17,8,1,790,0
Code for All,codeforamerica,311fm,14,2,1,2674,0
Code for All,codeforamerica,311labs,8,6,1,6289,0
Code for All,codeforamerica,abq-filmextras,2,0,0,1096,0
Code for All,codeforamerica,abq-filmlocations,3,0,0,376,0
Code for All,codeforamerica,abq-financial-services-directory,1,1,0,312,0
Code for All,codeforamerica,abq-financial-wellness-api,2,1,0,128,0
Code for All,codeforamerica,abq-financial-wellness-wizard,2,2,11,652,34
Code for All,codeforamerica,abq-midyear,1,1,0,18876,0
Code for All,codeforamerica,abq-quotewall,0,1,1,204,0
Code for All,codeforamerica,abq-research,1,0,0,115044,0
Code for All,codeforamerica,abq-seatmap,0,1,0,140,0
Code for All,codeforamerica,abq-tiasabia,0,1,0,856,0
Code for All,codeforamerica,add-civic-json-test,0,0,1,10,0
Code for All,codeforamerica,address-iq,11,3,9,434,2
Code for All,codeforamerica,address-normalizer,14,2,5,124,0
Code for All,codeforamerica,adopt-a-hydrant,345,235,31,10889,206
Code for All,codeforamerica,adopt-a-siren,5,26,3,6331,0
Code for All,codeforamerica,adopta,2,2,0,6504,0
Code for All,codeforamerica,adopta-campaign-ideas,2,2,0,2405,0
Code for All,codeforamerica,aedmapper,7,0,0,360,0
Code for All,codeforamerica,aids_info_python,1,0,0,100,0
Code for All,codeforamerica,aids_info_ruby,2,0,0,120,0
Code for All,codeforamerica,airwolf,2,0,12,8323,0
Code for All,codeforamerica,alan,0,0,3,108,0
Code for All,codeforamerica,alpha-oakland,1,0,1,967,0
Code for All,codeforaustralia,Academy-Participants-Pack,0,0,0,0,0
Code for All,codeforaustralia,biodiversity,1,1,0,49785,0
Code for All,codeforaustralia,case-triage,0,0,0,1718,0
Code for All,codeforaustralia,CSR-Genesis,0,0,0,16,0
Code for All,codeforaustralia,delwp-blog,0,1,0,1214,0
Code for All,codeforaustralia,DTF-Blog,0,0,0,34558,0
Code for All,codeforaustralia,dtf-genesis,0,1,0,690,53
Code for All,codeforaustralia,electronic-court-documents-concept,0,0,0,2225,0
Code for All,codeforaustralia,guides,2,1,0,439,0
Code for All,codeforaustralia,heritage-near-me,4,2,12,4497,0
Code for All,codeforaustralia,homepage-redesign,0,1,0,0,0
Code for All,codeforaustralia,legal-aid-checker,1,0,0,513,0
Code for All,codeforaustralia,mbrc-blog,0,0,0,1197,0
Code for All,codeforaustralia,njc-blog,0,0,0,14785,0
Code for All,codeforaustralia,njc-intranet,1,0,0,2256,0
Code for All,codeforaustralia,oeh-blog,0,0,0,31,0
Code for All,codeforaustralia,online-pleas,0,0,5,3434,0
Code for All,codeforaustralia,public-site,0,6,4,3171,0
Code for All,codeforaustralia,rerouteit,5,2,7,377,0
Code for All,codeforaustralia,Sens-able-Parker,3,0,1,184,0
Code for All,codeforaustralia,sms-notification-reminder,0,1,0,271,0
Code for All,codeforaustralia,tips,1,0,0,16,0
Code for All,codeforaustralia,VBAmobile,0,1,0,5447,31
Code for All,codeforaustralia,vla_fellowship_2016,1,1,0,752,0
Code for All,codeforbrazil,adote-um-bueiro,0,0,0,23,6
Code for All,codeforbrazil,adote-uma-coisa,1,0,0,6,2
Code for All,codeforbrazil,adote-uma-coisa-ios,0,0,0,0,1
Code for All,codeforbrazil,alunuz,3,1,10,794,9
Code for All,codeforbrazil,cmc-crawler,2,0,0,2,5
Code for All,codeforbrazil,codeacross2016,0,1,0,5860,23
Code for All,codeforbrazil,DaPaz,2,1,1,7097,0
Code for All,codeforbrazil,legiscontrol,2,0,0,5240,1
Code for All,codeforbrazil,PeaceLabs,2,1,2,8387,93
Code for All,codeforbrazil,peacelabs_landing,0,0,0,55051,25
Code for All,codeforbrazil,politikei,4,1,0,42296,13
Code for All,codeforbrazil,politikei_iOS,0,0,0,0,0
Code for All,codeforbrazil,pontodeacesso,1,3,0,3128,8
Code for All,codeforbrazil,pontodeacesso_ios,0,0,0,0,0
Code for All,codeforbrazil,WeAreAllSmart,1,3,0,91378,16
Code for All,codeforeurope,art-explorer,2,1,0,38092,0
Code for All,codeforeurope,art-explorer-demo,2,0,0,884,0
Code for All,codeforeurope,art-explorer-docs,1,2,1,1056,0
Code for All,codeforeurope,buurtsms,1,0,0,204,0
Code for All,codeforeurope,civicexchange,0,0,0,65052,0
Code for All,codeforeurope,dailywifi-android,1,2,0,573,0
Code for All,codeforeurope,EUjob4EU,2,0,0,468,0
Code for All,codeforeurope,europecommons.org,1,1,8,53332,0
Code for All,codeforeurope,europe_commons,1,0,0,152,0
Code for All,codeforeurope,GeoNRate,0,1,0,17380,0
Code for All,codeforeurope,gim,1,0,0,65836,0
Code for All,codeforeurope,gohike-android,1,0,0,10080,0
Code for All,codeforeurope,gohike-api,1,2,0,1519,0
Code for All,codeforeurope,gohike-ios,2,4,0,27823,0
Code for All,codeforeurope,navigator-customisation-portal,0,0,0,916,0
Code for All,codeforeurope,overview,1,0,0,7,0
Code for All,codeforeurope,samensapp,3,1,0,1304,0
Code for All,codeforeurope,samenspel,6,2,1,12165,0
Code for All,codeforeurope,stadsexpeditie,0,1,0,16116,0
Code for All,codeforeurope,stadtgedaechtnis_backend,0,0,0,3916,0
Code for All,codeforeurope,stadtgedaechtnis_frontend,0,0,0,2120,0
Code for All,codeforeurope,TagCheckScore,4,1,0,5920,0
Code for All,codeforeurope,tfgm,0,0,0,128,0
Code for All,codeforgermany,annual-2015-en,0,0,0,17014,0
Code for All,codeforgermany,annual-german,0,1,1,151830,0
Code for All,codeforgermany,citizen-science,3,1,0,192,0
Code for All,codeforireland,myq-app,1,3,1,3964,0
Code for All,codeforireland,myq-backend-app,0,1,0,354,0
Code for All,codeforireland,mystreets,1,0,0,592,0
Code for All,codeforireland,rothar-android-app,2,0,0,1032,0
Code for All,codeforireland,rothar-backend-app,0,1,0,189,0
Code for All,codeforireland,rothar-ios-app,0,0,0,0,0
Code for All,codeforireland,rothar-monitor-app,0,1,0,2932,0
Code for All,codeforireland,rothar-shared-lib,0,1,0,176,0
Code for All,codeforireland,rothar-webui-app,0,1,0,2408,0
Code for All,codeforireland,sms-app,0,0,0,320,0
Code for All,codeforireland,Website,0,0,0,148,0
Code for All,codeforjapan,brigade-council,2,0,1,140,0
Code for All,codeforjapan,CfJTumblrTheme,0,0,3,608,0
Code for All,codeforjapan,ckanext-dataforjapan,0,0,0,90,0
Code for All,codeforjapan,corporate-fellowship,0,0,0,0,0
Code for All,codeforjapan,designAssets,0,0,0,1017,0
Code for All,codeforjapan,e-community-platform,0,2,0,13524,0
Code for All,codeforjapan,governance,2,0,0,418,0
Code for All,codeforjapan,Hackathontools,0,1,0,467,0
Code for All,codeforjapan,IdobataKaigi,0,1,0,688,0
Code for All,codeforjapan,noticeboard,3,3,1,556,0
Code for All,codeforjapan,regulations,0,0,0,192,0
Code for All,codeforjapan,steering-committe,0,0,7,180,0
Code for All,codeforjapan,summit,0,0,0,228,0
Code for All,codeforjapan,tumblrExporter,1,0,0,4,0
Code for All,codeforjapan,WPTemplate,0,0,0,7036,0
Code for All,codeforpakistan,ActiveCitizenship,1,0,0,24484,0
Code for All,codeforpakistan,AWAAZ,1,0,0,0,0
Code for All,codeforpakistan,BloodForLife,2,1,0,3472,0
Code for All,codeforpakistan,BloodForLifeMobile,2,1,0,4876,0
Code for All,codeforpakistan,cda-sanitation,0,0,0,0,0
Code for All,codeforpakistan,civispot,0,0,4,23704,0
Code for All,codeforpakistan,codeforpakistan.org,0,0,0,0,0
Code for All,codeforpakistan,CRIME-REPORTING-MAP,1,0,0,6716,0
Code for All,codeforpakistan,CrowdSourcePublicToilets,0,0,0,9484,0
Code for All,codeforpakistan,darm,0,0,0,9108,0
Code for All,codeforpakistan,Disaster-Survey_Managment,0,0,0,13464,0
Code for All,codeforpakistan,DiseaseOutbreakWarningSystem,2,0,1,2520,0
Code for All,codeforpakistan,DocSeek,1,3,15,3723,0
Code for All,codeforpakistan,DocSeek-Mobile,3,7,0,10758,0
Code for All,codeforseoul,-deprecated-showcase,5,4,5,618,0
Code for All,codeforseoul,-deprecated-showcase-api,0,0,1,13,0
Code for All,codeforseoul,2014annual,3,0,0,31732,0
Code for All,codeforseoul,api.codeforseoul.org,0,0,0,9,0
Code for All,codeforseoul,codeacross-2015,2,0,0,2912,0
Code for All,codeforseoul,codeacross-2016,1,1,0,12518,0
Code for All,codeforseoul,codeforseoul.github.io,9,2,3,51346,0
Code for All,codeforseoul,codeforyeouido,2,1,0,624,0
Code for All,codeforseoul,congress-report,6,4,8,99,0
Code for All,codeforseoul,congress-report-mailer,3,0,3,253,0
Code for All,codeforseoul,congress-report-web,8,2,5,49247,0
Code for All,codeforseoul,data,8,6,1,41220,0
Code for All,codeforseoul,dataonkorea,3,1,0,6239,0
Code for All,codeforseoul,FdAS,15,12,26,8776,0
Code for All,codeforseoul,FdAS-Android,0,0,0,340,0
Code for All,codeforseoul,FdAS-iOS,0,0,0,220,0
Code for All,codeforseoul,FdAs_Crawler,0,0,0,136,0
Code for All,codeforseoul,getoutofdebt.kr,0,0,1,11976,0
Code for All,codeforseoul,getoutofdebt.kr-scraper,0,0,0,460,0
Code for All,codeforseoul,hacknight,0,0,0,132,0
Code for All,codeforseoul,how-much-shoveling,2,3,6,9649,0
Code for All,codeforseoul,how-much-shoveling-data-crawler,1,0,0,200,0
Code for All,codeforseoul,how-to-contribute,5,6,5,193,0
Code for All,codeforseoul,jonmat,6,3,9,1797,0
Code for All,codeforseoul,jonmat_backend,3,0,0,8,0
Code for All,codeforthecaribbean,agrisms,0,0,1,160,0
Code for All,codeforthecaribbean,cftc,0,0,0,7636,0
Code for All,codeforthecaribbean,clip,1,0,0,11908,0
Code for All,codeforthecaribbean,codeforthecaribbean.github.io,0,0,0,132,0
Code for All,codeforthecaribbean,Fellowship-Innovation,0,0,0,304,0
Code for All,codeforthecaribbean,HarvestAPI,7,4,11,29526,1
Code for All,codeforthecaribbean,Training,0,0,0,2516,0
Code for All,codefortomorrow,cft-newsletter,2,5,2,439,0
Code for All,codefortomorrow,cftdrupal2013,0,1,10,102,0
Code for All,codefortomorrow,codefortomorrow.github.com,9,2,0,2557,0
Code for All,codefortomorrow,community-group,1,1,0,428,0
Code for All,codefortomorrow,data-science-program,0,1,0,84,0
Code for All,codefortomorrow,DecodeRecipePublic,0,0,0,336,0
Code for All,codefortomorrow,dsp-2013,0,3,0,895,0
Code for All,codefortomorrow,dsp-find-stories-with-data-analysis,4,5,0,770,0
Code for All,codefortomorrow,food-api,1,1,0,3036,0
Code for All,codefortomorrow,food-data,4,1,1,1165,0
Code for All,codefortomorrow,foodopendata,2,4,2,3309,0
Code for All,codefortomorrow,foundation-document,1,0,0,324,0
Code for All,codefortomorrow,good_rice,9,2,0,648,0
Code for All,codefortomorrow,h7n9_tracker,2,2,1,219,0
Code for All,codefortomorrow,hellodata,48,5,112,1059,0
Code for All,codefortomorrow,odd2013,1,0,0,340,0
Code for All,codefortomorrow,opendataday-2013,6,0,0,134368,0
Code for All,codefortomorrow,OpeneatsCrowdsourcingApp,8,1,9,2920,0
Code for All,codefortomorrow,presentation-public,0,2,0,113922,0
Code for All,codefortomorrow,visual,0,3,1,9334,0
Code for All,g0v,0media,0,1,0,154676,0
Code for All,g0v,2016drills,0,0,0,319,0
Code for All,g0v,22k,2,1,2,717,0
Code for All,g0v,3du.tw,1,0,0,104,0
Code for All,g0v,5050,0,0,0,1080,0
Code for All,g0v,abroadplay,10,5,0,65702,0
Code for All,g0v,addressbook-data-converter,2,4,17,20991,0
Code for All,g0v,addressbook-frontend,3,2,1,392,0
Code for All,g0v,addressbook-grano,0,0,0,228,0
Code for All,g0v,addressbook-iOS,6,5,2,773,0
Code for All,g0v,addressbook.parser,14,5,0,2174,0
Code for All,g0v,aec-process,0,0,0,128,0
Code for All,g0v,agriculture,3,7,14,10011,0
Code for All,g0v,AgriMed,0,2,0,1149,0
Code for All,g0v,angular-laweasyread,0,0,0,644,0
Code for All,g0v,animal.coa,4,6,0,40397,2
Code for All,g0v,AOD,0,1,0,273,0
Code for All,g0v,api.addressbook,1,0,2,3168,0
Code for All,g0v,api.ly,10,7,35,2444,0
Code for All,g0v,aqx-graphite,0,0,0,1283,1
Code for All,g0v,ask-sorting-statements,0,1,0,596,0
Code for All,g0v,askkk,13,2,7,6056,0
Code for All,g0v,automate.tscs,1,0,0,454,0
Code for All,g0v,awesome-g0v,42,3,2,29,17
Code for All,g0v,awesome-tw-openagri,6,2,0,16,0
Code for All,g0v,b0t-hubot,3,4,4,371,0
Code for All,g0v,BadDriver.tw,0,0,12,8660,0
Code for All,g0v,BadDriverAPI,0,0,2,2056,0
Code for All,labplc,365CDMX,0,0,0,124,0
Code for All,labplc,api.labcd.mx,12,2,8,214,1
Code for All,labplc,api.v2.labcd.mx,0,0,0,15,3
Code for All,labplc,CDMX365,2,1,10,2609,0
Code for All,labplc,centos-6,1,2,0,496,0
Code for All,labplc,DejateCaer,1,3,2,28469,0
Code for All,labplc,DejateCaer-android,0,1,0,232,0
Code for All,labplc,donde_checarme,2,7,11,4971,0
Code for All,labplc,Eventario-WP,0,0,0,144,0
Code for All,labplc,EventarioWeb,0,4,7,4084,0
Code for All,labplc,eventario_android,0,2,1,36001,0
Code for All,labplc,infoeconomica,1,2,1,21060,0
Code for All,labplc,Laboratorio-de-datos,1,0,2,1075,1
Code for All,labplc,MapatonAPI,5,0,0,292,68
Code for All,labplc,MiPolicia,0,1,0,584,0
Code for All,labplc,muevete_sedesa,1,2,15,2080,0
Code for All,labplc,taxi-comentarios,0,1,4,340,0
Code for All,labplc,TaxiCDMX,0,1,4,11164,0
Code for All,labplc,taximetro,1,1,0,2152,0
Code for All,labplc,Traxi,4,4,8,22412,0
Code for All,labplc,Traxi-iOS,0,0,8,7896,0
Code for All,labplc,traxi-web,1,2,2,556,0
Code for All,labplc,traxi_OCR,0,1,0,152,0
Code for All,labplc,verificalo,4,5,18,6303,2
U.S. Federal,18f,14c-prototype,0,1,1,12177,1
U.S. Federal,18f,18f-cli,14,4,13,81,84
U.S. Federal,18f,18f-education-discovery,1,0,0,124,135
U.S. Federal,18f,18f-reveal.js-theme,1,0,4,309,18
U.S. Federal,18f,18f.github.io,6,23,1,626,0
U.S. Federal,18f,18f.gsa.gov,158,215,33,260990,1049
U.S. Federal,18f,18fconsulting-proto-3,0,0,0,1756,0
U.S. Federal,18f,3d-files,1,1,0,22,3
U.S. Federal,18f,508-procurement-playbook,4,5,9,313,0
U.S. Federal,18f,aaa-exp-proto1,3,3,1,68,0
U.S. Federal,18f,abb,1,2,5,515,0
U.S. Federal,18f,about-yml-editor,1,5,0,46,4
U.S. Federal,18f,about-yml-validator,0,1,2,15,0
U.S. Federal,18f,about_yml,21,4,29,77,84
U.S. Federal,18f,accessibility,55,36,15,313,105
U.S. Federal,18f,accordion,8,1,2,47,35
U.S. Federal,18f,acq-templates,0,1,3,39,11
U.S. Federal,18f,acq-templates-from-trello,0,0,0,6,2
U.S. Federal,18f,acq-trello-listener,0,0,0,77,58
U.S. Federal,18f,acqstackdb,3,0,12,1755,131
U.S. Federal,18f,acquisitions,0,0,0,715,52
U.S. Federal,18f,ads-bpa,13,7,2,716,79
U.S. Federal,18f,afsbirez,9,7,15,6020,0
U.S. Federal,18f,afsmallbiz,4,1,64,252,0
U.S. Federal,18f,agile,20,18,20,52,22
U.S. Federal,18f,agile-labor-categories,2,4,4,3732,0
U.S. Federal,18f,agile-solicitation-builder,9,6,45,24151,282
U.S. Federal,18f,allregs,1,0,0,547150,42
U.S. Federal,adl-aicc,AICC-Document-Archive,9,2,0,391,0
U.S. Federal,adl-aicc,cmi5,2,3,0,120,0
U.S. Federal,adl-aicc,PENS,0,2,0,356,0
U.S. Federal,adlnet,adlnet.github.io,2,1,1,67,2
U.S. Federal,adlnet,ADL_LRS,148,78,6,6765,164
U.S. Federal,adlnet,companion-specification-for-xapi-vocabularies,2,1,0,559,0
U.S. Federal,adlnet,DECALS,4,2,0,65112,2
U.S. Federal,adlnet,edx-xapi-bridge,10,2,6,24,0
U.S. Federal,adlnet,experience-xapi-vocabulary-primer,1,1,1,77,42
U.S. Federal,adlnet,experienceapi_client_examples,28,31,1,395,13
U.S. Federal,adlnet,grail-issue-tracker,0,0,18,0,0
U.S. Federal,adlnet,HPIT-python-client,0,0,0,212,0
U.S. Federal,adlnet,IITSEC2015_Demo,0,1,0,94847,86
U.S. Federal,adlnet,Intro-to-Developing-Web-based-xAPI-Content,0,2,0,23,8
U.S. Federal,adlnet,Intro-to-xAPI-Data-Visualization,0,1,0,1636,0
U.S. Federal,adlnet,jxapi,10,10,0,247,0
U.S. Federal,adlnet,LR-Data,4,7,2,2756,2
U.S. Federal,adlnet,LR-Lite,0,0,0,396,0
U.S. Federal,adlnet,lrs-conformance-test-suite,10,9,3,2083,0
U.S. Federal,adlnet,MarsgameSandbox,0,0,0,127092,0
U.S. Federal,adlnet,RUSSEL,9,4,1,104450,2
U.S. Federal,adlnet,Sandbox,46,16,40,663684,0
U.S. Federal,adlnet,SandboxAssetServer,0,2,0,90,19
U.S. Federal,adlnet,SandboxDocs,0,3,0,65965,60
